DATE,SPASTT01USM661N
1975-06-01,4.87424232817265
1975-07-01,4.90628876537561
1975-08-01,4.52627839750347
1975-09-01,4.45336835495024
1975-10-01,4.64152545396904
1975-11-01,4.71756175182386
1975-12-01,4.63275386886936
1976-01-01,5.08168897039162
1976-02-01,5.32124272106537
1976-03-01,5.34852060204838
1976-04-01,5.37534054526391
1976-05-01,5.33499138117946
1976-06-01,5.37022486669042
1976-07-01,5.51356545690988
1976-08-01,5.46465278633052
1976-09-01,5.57453195425961
1976-10-01,5.39057547309855
1976-11-01,5.36465267394166
1976-12-01,5.57903825107952
1977-01-01,5.57383175294306
1977-02-01,5.43929046104251
1977-03-01,5.41383644517788
1977-04-01,5.33959932435565
1977-05-01,5.34327849537543
1977-06-01,5.37755568282553
1977-07-01,5.44096150541129
1977-08-01,5.29879667122934
1977-09-01,5.21486976706941
1977-10-01,5.08702744114453
1977-11-01,5.13677735252123
1977-12-01,5.13276346875098
1978-01-01,4.94092192580181
1978-02-01,4.89269611972785
1978-03-01,4.90175064377743
1978-04-01,5.1250911403395
1978-05-01,5.39587421439018
1978-06-01,5.42999104167145
1978-07-01,5.4078708726948
1978-08-01,5.79653271944042
1978-09-01,5.80077295437059
1978-10-01,5.58546655658802
1978-11-01,5.2224114153363
1978-12-01,5.31651746265295
1979-01-01,5.52262670555945
1979-02-01,5.45467491288693
1979-03-01,5.56412543907751
1979-04-01,5.69392393053806
1979-05-01,5.56656053099989
1979-06-01,5.70521075954732
1979-07-01,5.78188493909694
1979-08-01,6.06012938767272
1979-09-01,6.12874681272223
1979-10-01,5.86985830106446
1979-11-01,5.84522408699272
1979-12-01,6.11470781472509
1980-01-01,6.32655612910295
1980-02-01,6.54152323428909
1980-03-01,5.89479114169753
1980-04-01,5.79005097302995
1980-05-01,6.07855138254685
1980-06-01,6.4792132030684
1980-07-01,6.78940239566216
1980-08-01,7.01850578076774
1980-09-01,7.24079934702073
1980-10-01,7.44401085863682
1980-11-01,7.73881578670093
1980-12-01,7.59436205040359
1981-01-01,7.55043065068934
1981-02-01,7.28031853812066
1981-03-01,7.57145004572822
1981-04-01,7.68525714804844
1981-05-01,7.55426391619912
1981-06-01,7.60506879368824
1981-07-01,7.42505078337375
1981-08-01,7.45136789883879
1981-09-01,6.77068389088353
1981-10-01,6.87301289708974
1981-11-01,7.08000634997047
1981-12-01,7.11104738454737
1982-01-01,6.72508701941471
1982-02-01,6.55229506945397
1982-03-01,6.32436128709593
1982-04-01,6.63161606280289
1982-05-01,6.64165234098967
1982-06-01,6.24870555664562
1982-07-01,6.2212049584091
1982-08-01,6.23002090901045
1982-09-01,6.95261558374539
1982-10-01,7.53648016828358
1982-11-01,7.8973331341553
1982-12-01,7.95166921336697
1983-01-01,8.24441847429315
1983-02-01,8.39166196428563
1983-03-01,8.66558001314013
1983-04-01,8.97283139844988
1983-05-01,9.36915442837856
1983-06-01,9.5490469471674
1983-07-01,9.58048985620314
1983-08-01,9.30511333713894
1983-09-01,9.57619968315708
1983-10-01,9.58458424785864
1983-11-01,9.44844208906536
1983-12-01,9.40014610551534
1984-01-01,9.53185067454388
1984-02-01,8.97254106056682
1984-03-01,8.97822649445572
1984-04-01,8.9787224477544
1984-05-01,8.91974171167294
1984-06-01,8.7428675174191
1984-07-01,8.62508622332696
1984-08-01,9.31776929658155
1984-09-01,9.47588910591385
1984-10-01,9.41670813971621
1984-11-01,9.49879408628561
1984-12-01,9.38277912358232
1985-01-01,9.81516588361291
1985-02-01,10.3715444991976
1985-03-01,10.2914209651112
1985-04-01,10.3645629220728
1985-05-01,10.5965196167727
1985-06-01,10.8475758894056
1985-07-01,11.056066586652
1985-08-01,10.8029149455172
1985-09-01,10.5584156261722
1985-10-01,10.6528349106017
1985-11-01,11.2827783274946
1985-12-01,11.8169168551912
1986-01-01,11.8989021388068
1986-02-01,12.5200004682869
1986-03-01,13.2667039110854
1986-04-01,13.5939943140604
1986-05-01,13.6032931527557
1986-06-01,13.9449508228503
1986-07-01,13.6976687741138
1986-08-01,13.9549008051257
1986-09-01,13.5734432059296
1986-10-01,13.5414647358885
1986-11-01,13.9478072512355
1986-12-01,14.0740394850155
1987-01-01,14.9706775502788
1987-02-01,15.8681779284205
1987-03-01,16.4820559012814
1987-04-01,16.2288395897245
1987-05-01,16.1423180108296
1987-06-01,16.7935135238918
1987-07-01,17.2594802858236
1987-08-01,18.2398642717225
1987-09-01,17.6703426502136
1987-10-01,15.5606247883929
1987-11-01,13.5880142902433
1987-12-01,13.3574966505779
1988-01-01,13.918339192383
1988-02-01,14.3727273450989
1988-03-01,14.842512368628
1988-04-01,14.7018721642301
1988-05-01,14.3585284364884
1988-06-01,15.1244368124085
1988-07-01,15.0643683769597
1988-08-01,14.7806537004266
1988-09-01,15.0006077708466
1988-10-01,15.4846915604865
1988-11-01,15.1194143884899
1988-12-01,15.3843889628522
1989-01-01,15.8849163101052
1989-02-01,16.3478023061257
1989-03-01,16.3005564185043
1989-04-01,16.7725010688649
1989-05-01,17.3597830895041
1989-06-01,17.9009865212979
1989-07-01,18.3310910195215
1989-08-01,19.1066067134548
1989-09-01,19.1122497767442
1989-10-01,19.0624359723018
1989-11-01,18.6626827501366
1989-12-01,19.0752129651786
1990-01-01,18.5664832355628
1990-02-01,18.0775949908286
1990-03-01,18.445834086885
1990-04-01,18.3814084478022
1990-05-01,18.94923399969
1990-06-01,19.4770559832316
1990-07-01,19.4746877907769
1990-08-01,17.9686613878244
1990-09-01,17.1543155963423
1990-10-01,16.6420900862257
1990-11-01,17.0545141499914
1990-12-01,17.7827130014709
1991-01-01,17.6221301809507
1991-02-01,19.5830831822718
1991-03-01,20.1592081830327
1991-04-01,20.5699153852386
1991-05-01,20.4927119009967
1991-06-01,20.5305597011955
1991-07-01,20.6273443870897
1991-08-01,21.1264573486625
1991-09-01,21.0489439427791
1991-10-01,21.1034105991122
1991-11-01,21.1183627940432
1991-12-01,21.2187264937533
1992-01-01,22.7115872444266
1992-02-01,22.5906336624298
1992-03-01,22.3027770350227
1992-04-01,22.2371300943177
1992-05-01,22.6390449194851
1992-06-01,22.2497839839321
1992-07-01,22.5956819732486
1992-08-01,22.7840669125797
1992-09-01,22.7898647446923
1992-10-01,22.4770180707235
1992-11-01,23.0581289221955
1992-12-01,23.7152580612079
1993-01-01,23.7347707243883
1993-02-01,24.1051869050122
1993-03-01,24.5713031909538
1993-04-01,24.2349580016886
1993-05-01,24.3632117551253
1993-06-01,24.4769096904015
1993-07-01,24.5449193446044
1993-08-01,24.9488790382136
1993-09-01,25.2390409577778
1993-10-01,25.5033019471838
1993-11-01,25.3448158157347
1993-12-01,25.5228923553567
1994-01-01,25.9565323167137
1994-02-01,25.942616562465
1994-03-01,25.4828704863581
1994-04-01,24.5566746291051
1994-05-01,24.7143990638008
1994-06-01,24.8775419058247
1994-07-01,24.6876877537822
1994-08-01,25.3602363256711
1994-09-01,25.510848053542
1994-10-01,25.2744568223081
1994-11-01,25.0032919445754
1994-12-01,24.6242917371243
1995-01-01,25.1106233039233
1995-02-01,25.9325656456295
1995-03-01,26.4223639685068
1995-04-01,27.1715492944555
1995-05-01,27.9074178051112
1995-06-01,28.6715343280059
1995-07-01,29.5286083496492
1995-08-01,29.713814192184
1995-09-01,30.7398090232331
1995-10-01,30.8753734002734
1995-11-01,31.4498633211001
1995-12-01,32.4717494215486
1996-01-01,32.6031477496707
1996-02-01,34.3099113392397
1996-03-01,34.337284713289
1996-04-01,34.4135262800271
1996-05-01,35.14031770457
1996-06-01,35.4843561734029
1996-07-01,34.2169410656243
1996-08-01,35.1151962379703
1996-09-01,35.7465031845851
1996-10-01,36.9917460779801
1996-11-01,38.4985691493521
1996-12-01,38.7816307435975
1997-01-01,39.967295694617
1997-02-01,41.450957904285
1997-03-01,41.2677650492193
1997-04-01,39.7115855023993
1997-05-01,42.9164168277964
1997-06-01,45.2638231411468
1997-07-01,47.6273711637351
1997-08-01,47.6865879726127
1997-09-01,48.4996187769938
1997-10-01,49.4408603460734
1997-11-01,48.7314489686683
1997-12-01,49.9765281864231
1998-01-01,49.924498101799
1998-02-01,52.6996432215704
1998-03-01,55.5261963349057
1998-04-01,57.2448812541473
1998-05-01,56.8894276269608
1998-06-01,56.4233872222298
1998-07-01,58.0705779081905
1998-08-01,53.3936228220561
1998-09-01,50.1651235364278
1998-10-01,50.6531261382298
1998-11-01,55.8790096481152
1998-12-01,57.0383845600187
1999-01-01,58.9662191873068
1999-02-01,58.2997286090052
1999-03-01,59.7840802400251
1999-04-01,62.1668620890372
1999-05-01,62.9455527494763
1999-06-01,62.3427125425497
1999-07-01,64.2542978108055
1999-08-01,61.5005964476692
1999-09-01,60.1979430965846
1999-10-01,59.3237406289936
1999-11-01,62.8075053373
1999-12-01,63.1987537761486
2000-01-01,62.8660189009962
2000-02-01,59.923865914473
2000-03-01,61.6246839648728
2000-04-01,64.0181920098078
2000-05-01,63.338333076556
2000-06-01,64.3315696087416
2000-07-01,64.6789448372071
2000-08-01,65.9681386953433
2000-09-01,66.1083437956433
2000-10-01,64.0261528872464
2000-11-01,63.9463567980976
2000-12-01,63.8902560265013
2001-01-01,64.4254143051348
2001-02-01,64.1760046978542
2001-03-01,59.7594035523308
2001-04-01,60.092917488315
2001-05-01,63.8312518760744
2001-06-01,62.4747183605462
2001-07-01,60.7987195162783
2001-08-01,59.8657046804808
2001-09-01,54.5954165014004
2001-10-01,55.0646399833664
2001-11-01,56.9918279251659
2001-12-01,57.7323768417139
2002-01-01,57.6208309001926
2002-02-01,56.4110585016786
2002-03-01,59.4904195522896
2002-04-01,58.1882073181068
2002-05-01,57.0232031480119
2002-06-01,53.9080649776182
2002-07-01,48.2562166257774
2002-08-01,48.7076452052338
2002-09-01,46.7630369904512
2002-10-01,45.5427749651946
2002-11-01,47.8747501103986
2002-12-01,47.5248461326291
2003-01-01,47.3498941437444
2003-02-01,44.3759913048487
2003-03-01,44.2455265722382
2003-04-01,46.6297625363917
2003-05-01,49.3649327095127
2003-06-01,52.2927561166465
2003-07-01,52.1439345372365
2003-08-01,52.2689671417125
2003-09-01,53.8006399608887
2003-10-01,55.2053133705746
2003-11-01,56.1324277913295
2003-12-01,58.5198481064585
2004-01-01,61.4746448395017
2004-02-01,62.4027894914544
2004-03-01,61.5773869871497
2004-04-01,61.8444978395583
2004-05-01,59.7237200899298
2004-06-01,61.3312553882262
2004-07-01,60.389811388082
2004-08-01,59.4989423740179
2004-09-01,61.3456786249972
2004-10-01,61.8998493521016
2004-11-01,64.9732163302884
2004-12-01,66.8493609990995
2005-01-01,66.0967302803212
2005-02-01,67.8469994282217
2005-03-01,68.08076825277
2005-04-01,66.290413745532
2005-05-01,66.4794143416612
2005-06-01,67.7982039323925
2005-07-01,69.1415317571108
2005-08-01,70.0831630720183
2005-09-01,71.011588696116
2005-10-01,69.0557415955378
2005-11-01,71.1132069551844
2005-12-01,72.9563842256618
2006-01-01,74.8948110532568
2006-02-01,75.3682491173962
2006-03-01,76.5587280952945
2006-04-01,78.1582088587708
2006-05-01,78.1904269980514
2006-06-01,74.7909450170292
2006-07-01,75.9610066857322
2006-08-01,77.6876741734619
2006-09-01,78.5390197724781
2006-10-01,81.0230945054492
2006-11-01,82.9852166505966
2006-12-01,85.1180762024554
2007-01-01,85.5371929852494
2007-02-01,87.572929832358
2007-03-01,85.420870517265
2007-04-01,89.4411136237305
2007-05-01,92.0211871728723
2007-06-01,92.6925232843958
2007-07-01,93.5409655045815
2007-08-01,88.4166891834622
2007-09-01,91.4896815321224
2007-10-01,95.1495310340758
2007-11-01,91.0900454847074
2007-12-01,91.88257424806
2008-01-01,85.9213755646954
2008-02-01,84.648946377871
2008-03-01,82.1694608565998
2008-04-01,85.9222184811301
2008-05-01,88.2616862168646
2008-06-01,84.2632652803189
2008-07-01,78.9506439647417
2008-08-01,78.3181756665947
2008-09-01,74.0719372982561
2008-10-01,57.4156275770414
2008-11-01,51.779607322696
2008-12-01,51.7366185845279
2009-01-01,51.378472757175
2009-02-01,47.3830488568414
2009-03-01,44.3909764859095
2009-04-01,50.0141656789715
2009-05-01,54.5226447158739
2009-06-01,56.0599369779479
2009-07-01,56.3407218080745
2009-08-01,61.6001457308858
2009-09-01,63.9741730404417
2009-10-01,65.4323248150384
2009-11-01,66.3718020101684
2009-12-01,67.1647054030475
2010-01-01,67.9826153168218
2010-02-01,65.1309353609532
2010-03-01,68.8368642946686
2010-04-01,71.2205383145324
2010-05-01,65.5570764473694
2010-06-01,63.3849744526077
2010-07-01,63.6621066448507
2010-08-01,64.8323556283169
2010-09-01,66.9184801467424
2010-10-01,70.0758577962512
2010-11-01,71.2458258075724
2010-12-01,73.4390943705826
2011-01-01,75.8366296829276
2011-02-01,78.3819563434847
2011-03-01,77.4994228363857
2011-04-01,79.3437239954426
2011-05-01,78.7945171095646
2011-06-01,75.9440546996571
2011-07-01,77.6740938531256
2011-08-01,68.7667149158278
2011-09-01,66.5573372831773
2011-10-01,67.948898659435
2011-11-01,68.6442110606558
2011-12-01,69.3681826206553
2012-01-01,72.3130516712457
2012-02-01,75.6141934015565
2012-03-01,76.4875484852558
2012-04-01,75.3468952343846
2012-05-01,72.1718163397478
2012-06-01,70.7619917740722
2012-07-01,72.7995081114316
2012-08-01,75.0352034683201
2012-09-01,77.4222491539226
2012-10-01,77.609189287656
2012-11-01,76.134928443419
2012-12-01,78.3935698588068
2013-01-01,81.9272628677047
2013-02-01,83.3436434500944
2013-03-01,84.6809772023884
2013-04-01,85.1552581829625
2013-05-01,88.4165955260805
2013-06-01,86.20319062602
2013-07-01,88.4996696235863
2013-08-01,88.9430436682224
2013-09-01,90.1150721419396
2013-10-01,92.1681356046497
2013-11-01,94.6492133014086
2013-12-01,95.0910888279387
2014-01-01,95.9823324715293
2014-02-01,95.3644747249166
2014-03-01,97.5370450065864
2014-04-01,98.4552619760864
2014-05-01,99.7269419038579
2014-06-01,102.133842954366
2014-07-01,102.877388907126
2014-08-01,101.528347982128
2014-09-01,102.387935430728
2014-10-01,98.0721096278383
2014-11-01,102.260186762185
2014-12-01,101.376529366506
2015-01-01,100.079093658786
2015-02-01,102.775583333294
2015-03-01,102.253724402852
2015-04-01,103.848803269392
2015-05-01,104.406813949143
2015-06-01,103.163231235861
2015-07-01,101.693840575468
2015-08-01,98.640141647424
2015-09-01,93.2241225825274
2015-10-01,96.7003099591045
2015-11-01,97.660672750338
2015-12-01,95.553662635809
2016-01-01,89.2078130860903
2016-02-01,88.2409879355244
2016-03-01,94.195068657885
2016-04-01,96.8375180231924
2016-05-01,96.8365814493761
2016-06-01,97.5245885748296
2016-07-01,99.9992039122561
2016-08-01,101.047979271748
2016-09-01,100.230163015356
2016-10-01,99.0518594970692
2016-11-01,99.854222285493
2016-12-01,103.843652113402
2017-01-01,105.023547807176
2017-02-01,106.974431066528
2017-03-01,107.7979604232
2017-04-01,107.274322002507
2017-05-01,108.387908270087
2017-06-01,109.926137105978
2017-07-01,111.184705000321
2017-08-01,110.952622008642
2017-09-01,112.86192139055
2017-10-01,115.632306739164
2017-11-01,115.948587716928
2017-12-01,119.044807096232
2018-01-01,124.243166406221
2018-02-01,119.489117714685
2018-03-01,118.081728240932
2018-04-01,117.40130736339
2018-05-01,118.303508920631
2018-06-01,118.59993453349
2018-07-01,119.529577703549
2018-08-01,121.281532684319
2018-09-01,122.261188896168
2018-10-01,117.418446664228
2018-11-01,115.529377276752
2018-12-01,108.75523252084
2019-01-01,111.166160838758
2019-02-01,117.223451995675
2019-03-01,118.282997954054
2019-04-01,121.037836177318
2019-05-01,118.64245498475
2019-06-01,120.173472202255
2019-07-01,123.43003301891
2019-08-01,118.284028185252
2019-09-01,121.758904358487
2019-10-01,121.350932804107
2019-11-01,125.88704076859
2019-12-01,128.520311710498
2020-01-01,130.905203276323
2020-02-01,128.693577866513
2020-03-01,100.458031424861
2020-04-01,101.804075313647
2020-05-01,105.655547818415
2020-06-01,113.166214223466
2020-07-01,115.094338739081
2020-08-01,120.63801281514
2020-09-01,119.745551625588
2020-10-01,121.471095224738
2020-11-01,128.247956044718
2020-12-01,134.594086566581
2021-01-01,138.83573572322
2021-02-01,142.342923693117
2021-03-01,144.964862091847
2021-04-01,150.286006229152
2021-05-01,153.506602611261
2021-06-01,155.217816631022
2021-07-01,154.784932213129
2021-08-01,156.607785831792
2021-09-01,155.120974898417
2021-10-01,156.854104745479
2021-11-01,159.942831534253
2021-12-01,157.338219751124
2022-01-01,158.100309865447
2022-02-01,155.27344911571
2022-03-01,152.955709892514
2022-04-01,153.593891290941
2022-05-01,144.418277612655
2022-06-01,139.729508116115
2022-07-01,137.487350399894
2022-08-01,144.21860007502
2022-09-01,135.133459427388
2022-10-01,131.97786126813
2022-11-01,142.09089167915
2022-12-01,143.19295808879
2023-01-01,147.018019211939
2023-02-01,148.239217811012
2023-03-01,141.134556155327
2023-04-01,145.176059487422
2023-05-01,142.583248534379
2023-06-01,145.834377222899
2023-07-01,150.752045360143
2023-08-01,149.673393295911
2023-09-01,147.984188760833
